gene_symbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DE
FSTL3,0.141177927,0.006378503,0.004,0.002,1,notDE
TRMT10C,0.141249555,-0.068203232,0.218,0.241,1,notDE
CLN5,0.141309432,-0.020532536,0.006,0.01,1,notDE
CYSLTR2,0.141328334,0.004588787,0.004,0.002,1,notDE
AC139887.4,0.141366178,-0.01953913,0.007,0.013,1,notDE
AC015982.1,0.141386246,-0.024666787,0.012,0.018,1,notDE
TRAF3IP3,0.141458049,-0.138003361,0.25,0.264,1,notDE
VPS72,0.141497693,-0.026510282,0.181,0.205,1,notDE
MBOAT2,0.141608878,-0.014443276,0.003,0.006,1,notDE
MBLAC2,0.141640036,0.017532024,0.01,0.006,1,notDE
AC012360.3,0.141699834,-0.035589658,0.026,0.035,1,notDE
ZBTB26,0.141708983,-0.014664399,0.007,0.013,1,notDE
CSNK1G1,0.141801862,-0.063159836,0.067,0.079,1,notDE
ITGB2-AS1,0.142010938,0.01573363,0.012,0.008,1,notDE
MPV17L2,0.142062166,-0.045763663,0.037,0.047,1,notDE
CCL18,0.142210704,-0.042270449,0.002,0.005,1,notDE
LINC01003,0.142215826,-0.021617648,0.008,0.014,1,notDE
ARPC4-TTLL3,0.142223491,-0.019969282,0.01,0.016,1,notDE
RNF185,0.142305316,-0.041330512,0.051,0.062,1,notDE
THG1L,0.142354676,-0.028366312,0.067,0.081,1,notDE
LYPLA2,0.142415222,-0.055682054,0.279,0.307,1,notDE
C9orf16,0.142489648,0.019817189,0.478,0.453,1,notDE
TTC4,0.142497046,-0.019935455,0.054,0.066,1,notDE
ZBTB45,0.142498328,-0.053410274,0.046,0.057,1,notDE
UBR7,0.142508546,0.037519314,0.094,0.081,1,notDE
AGL,0.142516152,0.043149895,0.073,0.062,1,notDE
PCAT6,0.142519114,-0.015239913,0.002,0.005,1,notDE
ANAPC15,0.142586,0.057846048,0.112,0.099,1,notDE
ANKH,0.142693387,-0.057801085,0.097,0.112,1,notDE
SNN,0.142705706,-0.015857306,0.006,0.01,1,notDE
GPR19,0.142856435,-0.021402701,0.005,0.009,1,notDE
STYK1,0.142889936,-0.020225398,0.008,0.014,1,notDE
CYC1,0.142933454,-0.091614328,0.292,0.314,1,notDE
FBXO45,0.1430434,-0.026217251,0.017,0.024,1,notDE
DDIT4-AS1,0.143127335,-0.021062454,0.004,0.008,1,notDE
ZIK1,0.143206098,-0.029787748,0.007,0.012,1,notDE
AL161421.1,0.143360088,0.009021869,0.01,0.006,1,notDE
MICAL2,0.143461533,-0.085417864,0.078,0.091,1,notDE
SYNE3,0.143469505,-0.051216944,0.041,0.051,1,notDE
CHPT1,0.143501561,-0.022510416,0.027,0.036,1,notDE
HINT3,0.1435045,-0.029759678,0.044,0.055,1,notDE
WDR83,0.143518857,-0.035805554,0.075,0.09,1,notDE
TUBE1,0.143602583,-0.03312746,0.037,0.047,1,notDE
ZNF133,0.143668792,0.021470635,0.016,0.011,1,notDE
PTPN2,0.143670067,0.070272422,0.221,0.206,1,notDE
PNMA1,0.143802149,-0.056802884,0.151,0.171,1,notDE
CENPA,0.143998007,-0.0081956,0,0.002,1,notDE
STARD4-AS1,0.143998007,-0.007600392,0,0.002,1,notDE
AC008781.1,0.143998007,-0.006914091,0,0.002,1,notDE
NOTCH4,0.143998007,-0.00701526,0,0.002,1,notDE
ULBP1,0.143998007,-0.007797978,0,0.002,1,notDE
PHKA1,0.143998007,-0.007378319,0,0.002,1,notDE
BARX2,0.143998007,-0.007319242,0,0.002,1,notDE
IQCD,0.143998007,-0.007346366,0,0.002,1,notDE
AC021739.4,0.143998007,-0.007017681,0,0.002,1,notDE
AC106886.5,0.143998007,-0.010612493,0,0.002,1,notDE
AC240565.2,0.143998007,-0.007606274,0,0.002,1,notDE
ZBTB46,0.143998007,-0.007949661,0,0.002,1,notDE
LYL1,0.143998007,-0.006981435,0,0.002,1,notDE
AC008894.2,0.143998007,-0.006864617,0,0.002,1,notDE
MYO18B,0.143998007,-0.009000211,0,0.002,1,notDE
RASD2,0.143998007,-0.013786428,0,0.002,1,notDE
ATP5MGL,0.143998007,-0.007800065,0,0.002,1,notDE
SLC46A1,0.143998007,-0.006175192,0,0.002,1,notDE
IPO4,0.144095878,-0.018827943,0.009,0.015,1,notDE
RAB4B-EGLN2,0.144276473,-0.012611987,0.001,0.004,1,notDE
ELOVL4,0.144284734,0.018495546,0.022,0.016,1,notDE
ARF5,0.144401768,0.042251067,0.599,0.584,1,notDE
GNB2,0.144486817,-0.107087872,0.475,0.494,1,notDE
UNC5CL,0.144533214,-0.01251214,0.001,0.004,1,notDE
CRYBG3,0.144667084,-0.016105301,0.005,0.009,1,notDE
ADTRP,0.144704569,-0.01215248,0.001,0.004,1,notDE
ARMC2,0.144728971,0.030765409,0.023,0.017,1,notDE
AC013400.1,0.144733143,-0.010965035,0.001,0.004,1,notDE
UCKL1-AS1,0.144733143,-0.011226055,0.001,0.004,1,notDE
MRPL18,0.144794551,-0.075067291,0.243,0.267,1,notDE
AC091564.2,0.144818892,-0.01057466,0.001,0.004,1,notDE
NDUFA7,0.144845259,0.01515242,0.019,0.013,1,notDE
OXT,0.144847484,-0.011575485,0.001,0.004,1,notDE
IRS1,0.144933285,-0.009791248,0.001,0.004,1,notDE
ZNF2,0.144959786,-0.032542905,0.009,0.015,1,notDE
CC2D2B,0.145047746,-0.009188731,0.001,0.004,1,notDE
CNKSR2,0.145076372,-0.008637215,0.001,0.004,1,notDE
AL365203.2,0.145154085,-0.018468333,0.005,0.009,1,notDE
ZNF787,0.14515752,-0.012908456,0.011,0.017,1,notDE
FRMPD3,0.145198237,0.007157149,0.005,0.002,1,notDE
PKM,0.145320082,-0.155821873,0.807,0.759,1,notDE
MYO18A,0.14545068,0.032370609,0.04,0.032,1,notDE
GNAZ,0.145462938,0.008114014,0.005,0.002,1,notDE
EI24,0.145497756,-0.061886102,0.104,0.12,1,notDE
LYPLAL1,0.14554307,0.026267442,0.042,0.033,1,notDE
LY75,0.145578175,0.0179134,0.03,0.023,1,notDE
B4GALT2,0.145592832,-0.010341906,0.004,0.008,1,notDE
PTK7,0.145595427,0.005937851,0.005,0.002,1,notDE
AL356599.1,0.145628563,0.00467519,0.005,0.002,1,notDE
AC007326.4,0.145708201,0.011947222,0.007,0.004,1,notDE
AC139720.1,0.145757479,0.012149391,0.007,0.004,1,notDE
CMSS1,0.145827894,-0.083143178,0.07,0.082,1,notDE
HMGCR,0.14596265,-0.039473127,0.05,0.062,1,notDE
PPP3CA,0.14597418,-0.050308148,0.099,0.115,1,notDE
SPATC1L,0.145997552,0.01607175,0.03,0.023,1,notDE
ALKBH3,0.146104464,0.058888496,0.07,0.059,1,notDE
AC009061.2,0.146133215,-0.026931537,0.008,0.014,1,notDE
SLC35E1,0.146243556,-0.032918752,0.044,0.054,1,notDE
GAA,0.146259317,0.024138903,0.019,0.014,1,notDE
LINC00115,0.146311414,-0.02918343,0.007,0.012,1,notDE
CPT2,0.146387622,0.029959501,0.045,0.037,1,notDE
PCSK1N,0.146412366,-0.016555799,0.106,0.091,1,notDE
PIK3AP1,0.146489522,-0.048351149,0.033,0.043,1,notDE
FARSB,0.146531314,-0.017143142,0.067,0.081,1,notDE
NFATC2IP,0.146970742,-0.061266139,0.135,0.153,1,notDE
MCM2,0.147010734,-0.00885764,0.006,0.011,1,notDE
ZSCAN18,0.147233517,-0.059086149,0.028,0.036,1,notDE
SLC25A25,0.147335933,-0.045814789,0.045,0.055,1,notDE
C9orf85,0.147555884,-0.028013052,0.036,0.046,1,notDE
SLC38A10,0.147598679,-0.064949398,0.088,0.102,1,notDE
ACAA2,0.147660718,-0.041632205,0.052,0.063,1,notDE
ERRFI1,0.147661429,-0.023469752,0.006,0.01,1,notDE
ZDHHC21,0.14766689,-0.024153161,0.009,0.015,1,notDE
ATP2A3,0.147789121,-0.06007593,0.115,0.131,1,notDE
RBM19,0.147868536,-0.0527761,0.064,0.076,1,notDE
RNF6,0.147974077,-0.051627556,0.104,0.12,1,notDE
VPS26B,0.147981217,0.044441556,0.148,0.133,1,notDE
SMIM4,0.148015097,-0.029189124,0.05,0.062,1,notDE
TXNL4A,0.148107483,-0.02609384,0.137,0.156,1,notDE
MCUR1,0.148234964,-0.062038368,0.124,0.141,1,notDE
COMMD10,0.148461203,0.03941339,0.049,0.04,1,notDE
DCTN6,0.148554105,-0.05739172,0.097,0.112,1,notDE
GAS7,0.148706887,-0.027664932,0.01,0.016,1,notDE
MCCC2,0.148761464,-0.053734837,0.085,0.099,1,notDE
WDR3,0.148836647,-0.030329752,0.049,0.061,1,notDE
CSTF2T,0.148936463,-0.046437594,0.09,0.105,1,notDE
SLC25A15,0.149182018,-0.016015619,0.011,0.017,1,notDE
FAM136A,0.14920962,-0.05657909,0.182,0.202,1,notDE
HMSD,0.149268529,-0.01883893,0.006,0.01,1,notDE
SAMD4B,0.149420524,-0.062261324,0.061,0.073,1,notDE
LDAH,0.149499626,0.029482196,0.043,0.034,1,notDE
LINC01684,0.149737598,-0.014131658,0.006,0.01,1,notDE
LRMP,0.149818463,0.023203353,0.109,0.095,1,notDE
SUB1,0.14993859,-0.048057702,0.83,0.829,1,notDE
TRAV16,0.15008139,0.11707659,0.028,0.021,1,notDE
VKORC1,0.150290076,-0.027523376,0.049,0.061,1,notDE
FXYD2,0.150354868,-0.018090905,0.009,0.015,1,notDE
TMEM241,0.150393619,0.018663963,0.014,0.009,1,notDE
SLC39A9,0.150426241,-0.029523055,0.055,0.067,1,notDE
OCEL1,0.150636232,-0.052357461,0.045,0.055,1,notDE
PLA2G16,0.150733533,0.028968678,0.187,0.169,1,notDE
LAIR1,0.150883153,-0.033968697,0.014,0.02,1,notDE
RYK,0.151023681,-0.029156393,0.019,0.027,1,notDE
UQCRC2,0.151295119,-0.079872312,0.302,0.326,1,notDE
RECQL,0.151531591,-0.064918196,0.199,0.219,1,notDE
NCK2,0.151594721,0.074817352,0.081,0.07,1,notDE
LRIG1,0.151597452,-0.065397832,0.108,0.123,1,notDE
DPY19L3,0.151624725,0.024451558,0.017,0.012,1,notDE
SOX13,0.151658214,-0.01455042,0.002,0.005,1,notDE
VPS54,0.15178165,0.025814676,0.032,0.025,1,notDE
TRBV23-1,0.15179442,0.051220603,0.013,0.009,1,notDE
RPA1,0.151797807,0.037008847,0.152,0.137,1,notDE
NLK,0.151814731,-0.021753286,0.006,0.011,1,notDE
B3GAT2,0.151832963,0.012595073,0.008,0.005,1,notDE
TLE3,0.152030018,-0.085939553,0.114,0.129,1,notDE
SPDYA,0.152035758,-0.014898192,0.002,0.005,1,notDE
CDC42EP2,0.152262628,-0.01131585,0.002,0.005,1,notDE
MICU2,0.152338464,0.047337861,0.186,0.17,1,notDE
UGP2,0.152543303,0.050364782,0.217,0.202,1,notDE
CLIC5,0.152659157,-0.036417008,0.048,0.059,1,notDE
BAP1,0.152719235,-0.0394631,0.063,0.076,1,notDE
POT1,0.15274443,0.032676598,0.032,0.025,1,notDE
PSMD3,0.152758907,-0.059027905,0.246,0.27,1,notDE
MTA1,0.152805622,-0.030045241,0.032,0.041,1,notDE
RTF2,0.152900518,-0.0815978,0.282,0.303,1,notDE
NLRP3,0.15293088,0.02344547,0.016,0.011,1,notDE
HSPA1B,0.152967685,-0.751935473,0.045,0.056,1,notDE
OGG1,0.153030919,0.029248445,0.052,0.043,1,notDE
DIXDC1,0.153121492,-0.012655847,0.005,0.009,1,notDE
ZNF764,0.153175151,-0.034159633,0.02,0.028,1,notDE
PSMB2,0.153181352,-0.08946059,0.403,0.424,1,notDE
UBTD1,0.153211805,-0.026048273,0.014,0.02,1,notDE
DTD2,0.15326825,0.014200764,0.019,0.013,1,notDE
IMMP2L,0.153309648,0.027196597,0.024,0.018,1,notDE
FBXL12,0.153414288,-0.060218776,0.105,0.12,1,notDE
TRIM11,0.153421772,-0.062056133,0.1,0.115,1,notDE
GMDS-DT,0.153435069,0.031620652,0.044,0.035,1,notDE
AC069544.1,0.15345773,-0.014165961,0.004,0.008,1,notDE
TIMP1,0.153464171,-0.035139193,0.054,0.065,1,notDE
MORN1,0.153646919,0.014974068,0.009,0.006,1,notDE
NXPE3,0.153682622,0.038855266,0.091,0.079,1,notDE
ZNF646,0.153738499,-0.029179567,0.031,0.04,1,notDE
PIK3IP1,0.153789863,0.004583497,0.265,0.245,1,notDE
KLHL26,0.153799752,-0.030628121,0.015,0.021,1,notDE
ROCK2,0.153951276,0.030242388,0.048,0.039,1,notDE
CENPE,0.154021827,-0.026696311,0.01,0.016,1,notDE
XRCC3,0.154048532,0.013516787,0.009,0.006,1,notDE
NHLRC3,0.154215966,-0.04180353,0.055,0.066,1,notDE
TBL3,0.154364173,-0.026502795,0.109,0.127,1,notDE
CCNE2,0.154404196,-0.012177448,0.001,0.004,1,notDE
VSIG1,0.154462664,-0.02321509,0.006,0.01,1,notDE
ZNF841,0.154546675,-0.023895438,0.01,0.016,1,notDE
ACTR10,0.154551667,-0.04298495,0.181,0.203,1,notDE
GNPAT,0.154671093,0.036080098,0.203,0.186,1,notDE
FKBP1B,0.154765713,-0.013390981,0.006,0.011,1,notDE
HECTD1,0.154804645,-0.047202204,0.214,0.237,1,notDE
LEAP2,0.154830897,-0.011742238,0.001,0.004,1,notDE
AZIN1-AS1,0.154850408,0.015421571,0.012,0.008,1,notDE
CDCA3,0.15486141,-0.015134547,0.001,0.004,1,notDE
ADORA2B,0.154891927,-0.010145019,0.001,0.004,1,notDE
LIX1L,0.154963501,0.055174656,0.151,0.137,1,notDE
RAB3B,0.155019169,-0.009117169,0,0.002,1,notDE
XYLB,0.155019169,-0.006802104,0,0.002,1,notDE
ITGB5,0.155019169,-0.008138237,0,0.002,1,notDE
IGSF10,0.155019169,-0.006992448,0,0.002,1,notDE
FAM53A,0.155019169,-0.007127557,0,0.002,1,notDE
AC098818.2,0.155019169,-0.007204139,0,0.002,1,notDE
NDNF,0.155019169,-0.007865211,0,0.002,1,notDE
OCLN,0.155019169,-0.007179909,0,0.002,1,notDE
RHOD,0.155019169,-0.006426259,0,0.002,1,notDE
CCDC3,0.155019169,-0.008883889,0,0.002,1,notDE
AL136961.1,0.155019169,-0.006131687,0,0.002,1,notDE
RRAD,0.155019169,-0.009320106,0,0.002,1,notDE
ATP6V0A1,0.155019169,-0.007238151,0,0.002,1,notDE
CBX2,0.155019169,-0.007266588,0,0.002,1,notDE
FAM209A,0.155019169,-0.008257274,0,0.002,1,notDE
AC008555.1,0.155019169,-0.007969104,0,0.002,1,notDE
KIRREL2,0.155019169,-0.006743101,0,0.002,1,notDE
AC125611.3,0.155019169,-0.006536984,0,0.002,1,notDE
TNFRSF8,0.155019169,-0.009271006,0,0.002,1,notDE
CLEC11A,0.155044583,-0.009146379,0.001,0.004,1,notDE
ARHGEF37,0.155105677,-0.010576665,0.001,0.004,1,notDE
ODAPH,0.155136231,-0.009900662,0.001,0.004,1,notDE
SLC39A13,0.155138416,-0.042953491,0.062,0.074,1,notDE
TRMT5,0.1551676,-0.017291427,0.012,0.018,1,notDE
DOCK9,0.155311642,0.033518909,0.045,0.036,1,notDE
GPR174,0.155330296,0.067407373,0.2,0.186,1,notDE
AC027020.2,0.155399942,0.012698003,0.006,0.004,1,notDE
ZNF280C,0.155463195,-0.017566971,0.007,0.012,1,notDE
NUP43,0.155498136,-0.0259317,0.025,0.033,1,notDE
Mar 06,0.15559264,-0.056917264,0.154,0.174,1,notDE
ATG9B,0.155640458,0.010368029,0.009,0.006,1,notDE
RAD54L2,0.155810775,0.037282414,0.064,0.054,1,notDE
DNAAF4,0.155819457,0.009999925,0.006,0.004,1,notDE
COA1,0.155893885,0.044415742,0.106,0.093,1,notDE
PTPRN2,0.155928031,-0.006126,0.012,0.018,1,notDE
RAB11B,0.155989425,0.061719801,0.427,0.42,1,notDE
TRBV6-4,0.1564363,0.004511865,0.006,0.004,1,notDE
EXD2,0.156438376,0.021237704,0.018,0.012,1,notDE
PFKP,0.156772699,-0.074806884,0.225,0.246,1,notDE
AC005261.1,0.156827763,-0.035547825,0.037,0.047,1,notDE
AC002091.2,0.157209955,0.005733926,0.006,0.004,1,notDE
USP3,0.157294904,-0.078773219,0.2,0.219,1,notDE
CENPF,0.157317038,-0.046727893,0.025,0.033,1,notDE
CEP89,0.157417941,-0.029256364,0.046,0.057,1,notDE
PSMF1,0.157608305,-0.068069294,0.345,0.367,1,notDE
BTD,0.157696041,0.033038352,0.044,0.035,1,notDE
STRN,0.157934431,-0.03838524,0.04,0.05,1,notDE
POMC,0.158060147,-0.040861602,0.031,0.039,1,notDE
PDGFD,0.158155343,0.011810116,0.003,0.001,1,notDE
AC008079.2,0.158204326,0.011449364,0.003,0.001,1,notDE
RAF1,0.158302311,-0.065227681,0.177,0.197,1,notDE
CHDH,0.158400371,0.00811303,0.003,0.001,1,notDE
AC026471.3,0.158400371,0.007573598,0.003,0.001,1,notDE
CAND2,0.158498462,0.006409133,0.003,0.001,1,notDE
CDNF,0.158498462,0.005572839,0.003,0.001,1,notDE
SERP2,0.158529336,-0.015041535,0.006,0.01,1,notDE
AL031708.1,0.158547525,0.006111419,0.003,0.001,1,notDE
STAM-AS1,0.158552784,-0.022680226,0.006,0.011,1,notDE
FGF11,0.1585966,0.00488025,0.003,0.001,1,notDE
STARD10,0.158695085,-0.059119119,0.038,0.047,1,notDE
HPSE,0.158701018,-0.026916386,0.01,0.016,1,notDE
THOC7,0.158772068,0.024824493,0.252,0.233,1,notDE
AC124319.2,0.158793013,0.003767145,0.003,0.001,1,notDE
RBM15B,0.158798687,-0.017891196,0.068,0.081,1,notDE
ZNF396,0.158891288,0.004036319,0.003,0.001,1,notDE
TRIM37,0.158977284,-0.05613288,0.065,0.077,1,notDE
FAM53B,0.159013466,0.035261472,0.118,0.104,1,notDE
TRMT112,0.159026194,0.032974538,0.737,0.731,1,notDE
AC008770.2,0.159038788,0.002346253,0.003,0.001,1,notDE
TRAV38-1,0.159158346,0.032945318,0.015,0.01,1,notDE
MFSD1,0.159250742,-0.035159101,0.089,0.104,1,notDE
SERTAD3,0.159307023,-0.050279394,0.091,0.106,1,notDE
UCP2,0.159347345,0.017775581,0.23,0.213,1,notDE
YES1,0.159496257,-0.033647391,0.028,0.036,1,notDE
UPF1,0.159636786,-0.052622624,0.074,0.087,1,notDE
CAPRIN2,0.160158552,0.028432263,0.034,0.027,1,notDE
ZNF514,0.160177626,0.006117335,0.016,0.011,1,notDE
AL357033.4,0.16020339,-0.013926085,0.003,0.006,1,notDE
U2AF1L5,0.160427563,-0.018960497,0.004,0.007,1,notDE
UNG,0.160432986,0.058794534,0.093,0.081,1,notDE
WDR4,0.160501115,-0.024845662,0.029,0.037,1,notDE
AC100810.1,0.160543776,-0.042959721,0.046,0.057,1,notDE
PCGF6,0.160611608,-0.043677862,0.054,0.065,1,notDE
GIPR,0.160612261,0.016602107,0.018,0.012,1,notDE
ZNF559,0.160738093,-0.023896775,0.016,0.022,1,notDE
HCST,0.160755601,-0.132914831,0.428,0.435,1,notDE
AC135050.2,0.160854648,0.00604451,0.002,0.001,1,notDE
AC068631.1,0.160920265,0.007541459,0.002,0.001,1,notDE
AL359232.1,0.160920265,0.005220773,0.002,0.001,1,notDE
AL049869.3,0.160985902,0.006789192,0.002,0.001,1,notDE
Z98752.4,0.160985902,0.006273516,0.002,0.001,1,notDE
AD000090.1,0.160985902,0.005879233,0.002,0.001,1,notDE
AL732314.6,0.160985902,0.005151072,0.002,0.001,1,notDE
HRASLS5,0.161051559,0.004418813,0.002,0.001,1,notDE
RHBDL1,0.161051559,0.007497385,0.002,0.001,1,notDE
AC092849.1,0.161051559,0.004910164,0.002,0.001,1,notDE
AL451050.2,0.161117236,0.004966495,0.002,0.001,1,notDE
LIX1-AS1,0.161117236,0.008522795,0.002,0.001,1,notDE
TTTY14,0.161117236,0.007007856,0.002,0.001,1,notDE
TOP3B,0.161181013,0.038982838,0.051,0.042,1,notDE
AC069224.1,0.161182934,0.002572197,0.002,0.001,1,notDE
LINC00894,0.161182934,0.005091394,0.002,0.001,1,notDE
TSPAN10,0.161182934,0.003357808,0.002,0.001,1,notDE
AL136531.1,0.161182934,0.005124299,0.002,0.001,1,notDE
AL138820.1,0.161182934,0.004815405,0.002,0.001,1,notDE
PRRT2,0.161248652,0.004201145,0.002,0.001,1,notDE
L3MBTL4,0.161248652,0.004556024,0.002,0.001,1,notDE
XK,0.16131439,0.003813177,0.002,0.001,1,notDE
ZNF493,0.161328928,0.021258342,0.087,0.075,1,notDE
TYW1,0.161330277,-0.026354371,0.07,0.083,1,notDE
RTCB,0.161339017,-0.071379889,0.238,0.261,1,notDE
UCN,0.161380148,0.003392152,0.002,0.001,1,notDE
CNTF,0.161380148,0.003322244,0.002,0.001,1,notDE
ZBTB12,0.161445926,0.001307794,0.002,0.001,1,notDE
ZNF362,0.161501912,0.031285,0.024,0.018,1,notDE
SCN1B,0.161511725,0.00133384,0.002,0.001,1,notDE
IFT80,0.161617865,-0.034382435,0.033,0.042,1,notDE
GYS1,0.161737197,-0.021281154,0.035,0.045,1,notDE
CNIH3,0.161843544,-0.012554393,0.002,0.005,1,notDE
TMPO,0.161854787,-0.09732681,0.198,0.216,1,notDE
NDUFS3,0.16197342,-0.036375906,0.252,0.281,1,notDE
MON1B,0.16209104,-0.028471139,0.083,0.098,1,notDE
OLA1,0.162122305,-0.051741772,0.251,0.276,1,notDE
ATAT1,0.162295019,-0.044056217,0.034,0.043,1,notDE
GTF2H2,0.162360458,-0.015445203,0.019,0.026,1,notDE
LRRC8A,0.162381136,-0.049025379,0.032,0.04,1,notDE
ZNF616,0.162617907,-0.019831284,0.007,0.012,1,notDE
BRD8,0.162645364,-0.070908733,0.122,0.138,1,notDE
FOXM1,0.16267232,-0.007268402,0.002,0.005,1,notDE
CERCAM,0.162725899,-0.009488818,0.002,0.005,1,notDE
MSRA,0.162729318,-0.043391419,0.035,0.044,1,notDE
GSTM4,0.162784933,-0.020917637,0.018,0.025,1,notDE
ZNF318,0.162785665,-0.023094764,0.023,0.031,1,notDE
PTBP2,0.163167463,-0.027577699,0.038,0.048,1,notDE
STK10,0.163195313,-0.096803089,0.224,0.243,1,notDE
DOCK10,0.163251585,-0.084439901,0.183,0.2,1,notDE
PDE7A,0.163505805,-0.040012428,0.053,0.064,1,notDE
FER,0.163704007,0.024422448,0.027,0.02,1,notDE
MT-ND4L,0.163944301,-0.086201992,0.998,0.991,1,notDE
PCK2,0.164007882,-0.037267935,0.072,0.085,1,notDE
CAP1,0.164076133,-0.05118231,0.606,0.635,1,notDE
WDR13,0.164163357,0.033707085,0.143,0.128,1,notDE
FBXO28,0.164182026,-0.015143974,0.093,0.108,1,notDE
CBX5,0.164297262,-0.034063468,0.084,0.098,1,notDE
ERO1A,0.164303893,-0.040840179,0.076,0.089,1,notDE
IL2,0.164403115,-1.262048643,0.012,0.018,1,notDE
EZH1,0.16440346,-0.046244525,0.082,0.095,1,notDE
UBE2E1,0.164491312,0.051313873,0.127,0.114,1,notDE
HSP90B1,0.164506645,-0.100395626,0.578,0.598,1,notDE
SLX1A,0.164605514,0.00765484,0.007,0.004,1,notDE
RNF11,0.164827439,-0.081022159,0.211,0.228,1,notDE
GCNT4,0.16489393,0.012149471,0.006,0.003,1,notDE
ECPAS,0.165006714,0.047518782,0.142,0.128,1,notDE
HEATR5B,0.165007229,-0.05793717,0.045,0.055,1,notDE
SNX25,0.165011317,-0.034485149,0.019,0.025,1,notDE
NPRL2,0.165147094,0.040806522,0.099,0.087,1,notDE
AC097534.2,0.165175868,0.016855141,0.013,0.009,1,notDE
AC073389.1,0.165291024,-0.028216005,0.008,0.013,1,notDE
RAPGEF2,0.165393964,-0.030532788,0.031,0.039,1,notDE
ME1,0.165406507,0.008756131,0.006,0.003,1,notDE
TMEM143,0.165484881,0.014383809,0.02,0.015,1,notDE
MAP6D1,0.165549056,-0.009186888,0.001,0.003,1,notDE
CEBPZOS,0.165552035,-0.047551174,0.16,0.178,1,notDE
MTPN,0.165554939,0.050694691,0.319,0.304,1,notDE
AACS,0.16557292,-0.031182246,0.027,0.035,1,notDE
GADD45GIP1,0.16563694,-0.073802652,0.474,0.494,1,notDE
SLC35A1,0.165701144,0.00976541,0.017,0.012,1,notDE
KANSL3,0.165717222,-0.051223133,0.067,0.079,1,notDE
HNRNPUL1,0.165738731,0.029323392,0.494,0.47,1,notDE
HMGA1,0.165870323,-0.033209113,0.362,0.33,1,notDE
SLC44A2,0.165882482,-0.055903718,0.197,0.217,1,notDE
DNAI2,0.165940138,-0.010586103,0.001,0.003,1,notDE
MACC1,0.166005386,-0.011582311,0.001,0.003,1,notDE
FAM222A,0.166005386,-0.010806564,0.001,0.003,1,notDE
CDC7,0.166189883,-0.019942662,0.012,0.018,1,notDE
AC112721.2,0.166331915,-0.006072873,0.001,0.003,1,notDE
AL359921.2,0.166364594,-0.007070615,0.001,0.003,1,notDE
TEP1,0.166401376,0.03409336,0.055,0.045,1,notDE
GTF2IRD1,0.166429968,-0.007746927,0.001,0.003,1,notDE
RBM27,0.166526488,-0.022819344,0.032,0.04,1,notDE
MAP3K20,0.166677257,0.020968607,0.031,0.024,1,notDE
DNAJC17,0.166684881,-0.026333719,0.074,0.088,1,notDE
ALOX12-AS1,0.166689101,-0.0428012,0.041,0.051,1,notDE
NAA30,0.166727235,-0.059210326,0.071,0.083,1,notDE
PPP4R1,0.166903195,-0.062558329,0.065,0.076,1,notDE
VPS37C,0.166985229,-0.021456721,0.007,0.012,1,notDE
CITED4,0.167005346,-0.007119089,0,0.002,1,notDE
AL589765.7,0.167005346,-0.0078676,0,0.002,1,notDE
ADRA2B,0.167005346,-0.010085472,0,0.002,1,notDE
PDGFRB,0.167005346,-0.006818495,0,0.002,1,notDE
SCUBE3,0.167005346,-0.007088141,0,0.002,1,notDE
Z97206.2,0.167005346,-0.007078322,0,0.002,1,notDE
MINDY4,0.167005346,-0.008357091,0,0.002,1,notDE
XRCC2,0.167005346,-0.007869391,0,0.002,1,notDE
LINC00891,0.167005346,-0.008210131,0,0.002,1,notDE
ERCC6L,0.167005346,-0.006289137,0,0.002,1,notDE
TMSB15B-AS1,0.167005346,-0.006719243,0,0.002,1,notDE
PSD3,0.167005346,-0.00673343,0,0.002,1,notDE
SAPCD2,0.167005346,-0.006978476,0,0.002,1,notDE
AP001350.1,0.167005346,-0.006736999,0,0.002,1,notDE
AP000866.1,0.167005346,-0.006565858,0,0.002,1,notDE
MCM10,0.167005346,-0.007634013,0,0.002,1,notDE
DLGAP5,0.167005346,-0.013289906,0,0.002,1,notDE
DPF3,0.167005346,-0.007328763,0,0.002,1,notDE
FOXB1,0.167005346,-0.007382709,0,0.002,1,notDE
HSF4,0.167005346,-0.006291323,0,0.002,1,notDE
B3GNT8,0.167005346,-0.005709641,0,0.002,1,notDE
AC097359.2,0.167005346,-0.00748132,0,0.002,1,notDE
SULT1A1,0.167303575,0.021410001,0.01,0.007,1,notDE
COPB2,0.167347175,-0.056191456,0.247,0.269,1,notDE
MROH6,0.167358659,0.016782937,0.008,0.005,1,notDE
TPCN2,0.167416224,-0.027629381,0.026,0.034,1,notDE
ZNF776,0.167748587,0.030838988,0.025,0.019,1,notDE
CDKL3,0.167867946,-0.01700459,0.005,0.009,1,notDE
ZSWIM3,0.168018194,-0.024553719,0.013,0.019,1,notDE
ADO,0.168243832,-0.02034909,0.027,0.035,1,notDE
IL18BP,0.168267109,0.017544989,0.011,0.007,1,notDE
ABHD8,0.16829183,-0.026275684,0.019,0.025,1,notDE
MAST2,0.16832202,-0.037620697,0.026,0.034,1,notDE
PFKFB3,0.168386897,-0.127778392,0.192,0.209,1,notDE
PLAGL1,0.16838965,-0.024618436,0.008,0.013,1,notDE
